"Data","Hora","Abertura","Máxima","Mínima","Fechamento","ULT"
"12/12/2022","17:15:00","107.391,8820","107.448,1135","107.320,3147","107.366,3223","104.710,0000"
"12/12/2022","17:10:00","107.504,3450","107.591,2481","107.356,0984","107.386,7701","104.710,0000"
"12/12/2022","17:05:00","107.345,8745","107.550,3525","107.299,8669","107.504,3450","104.710,0000"
"12/12/2022","17:00:00","107.310,0908","107.463,4493","107.299,8669","107.345,8745","104.710,0000"
"12/12/2022","16:55:00","107.228,2996","107.330,5386","107.187,4040","107.310,0908","104.710,0000"
"12/12/2022","16:50:00","107.161,8442","107.243,6354","107.136,2844","107.223,1876","104.710,0000"
"12/12/2022","16:45:00","107.069,8291","107.166,9561","107.008,4856","107.161,8442","104.710,0000"
"12/12/2022","16:40:00","106.977,8139","107.177,1800","106.972,7020","107.069,8291","104.710,0000"
"12/12/2022","16:35:00","107.028,9334","107.090,2769","106.967,5900","106.972,7020","104.710,0000"
"12/12/2022","16:30:00","106.957,3661","107.064,7171","106.936,9183","107.023,8215","104.710,0000"
"12/12/2022","16:25:00","106.977,8139","106.993,1498","106.885,7988","106.952,2542","104.710,0000"
"12/12/2022","16:20:00","106.957,3661","107.023,8215","106.936,9183","106.977,8139","104.710,0000"
"12/12/2022","16:15:00","107.013,5976","107.074,9410","106.921,5825","106.957,3661","104.710,0000"
"12/12/2022","16:10:00","106.942,0303","107.044,2693","106.921,5825","107.018,7095","104.710,0000"
"12/12/2022","16:05:00","107.059,6052","107.090,2769","106.870,4629","106.942,0303","104.710,0000"
"12/12/2022","16:00:00","107.039,1574","107.090,2769","107.028,9334","107.054,4932","104.710,0000"
"12/12/2022","15:55:00","107.008,4856","107.085,1649","106.982,9259","107.039,1574","104.710,0000"
"12/12/2022","15:50:00","107.126,0605","107.126,0605","106.998,2617","107.008,4856","104.710,0000"
"12/12/2022","15:45:00","107.136,2844","107.136,2844","107.028,9334","107.126,0605","104.710,0000"
"12/12/2022","15:40:00","107.080,0530","107.161,8442","107.054,4932","107.131,1725","104.710,0000"
"12/12/2022","15:35:00","107.059,6052","107.100,5008","106.885,7988","107.080,0530","104.710,0000"
"12/12/2022","15:30:00","107.141,3964","107.177,1800","107.049,3813","107.054,4932","104.710,0000"
"12/12/2022","15:25:00","107.207,8518","107.207,8518","107.120,9486","107.141,3964","104.710,0000"
"12/12/2022","15:20:00","107.289,6430","107.330,5386","107.141,3964","107.207,8518","104.710,0000"
"12/12/2022","15:15:00","107.218,0757","107.310,0908","107.146,5083","107.294,7549","104.710,0000"
"12/12/2022","15:10:00","107.218,0757","107.289,6430","107.120,9486","107.218,0757","104.710,0000"
"12/12/2022","15:05:00","107.218,0757","107.243,6354","107.151,6203","107.212,9637","104.710,0000"
"12/12/2022","15:00:00","107.345,8745","107.345,8745","107.141,3964","107.218,0757","104.710,0000"
"12/12/2022","14:55:00","107.443,0015","107.453,2254","107.310,0908","107.340,7625","104.710,0000"
"12/12/2022","14:50:00","107.223,1876","107.463,4493","107.197,6279","107.443,0015","104.710,0000"
"12/12/2022","14:45:00","107.054,4932","107.253,8593","107.049,3813","107.218,0757","104.710,0000"
"12/12/2022","14:40:00","107.095,3888","107.110,7247","106.972,7020","107.054,4932","104.710,0000"
"12/12/2022","14:35:00","107.034,0454","107.131,1725","107.013,5976","107.095,3888","104.710,0000"
"12/12/2022","14:30:00","107.156,7322","107.182,2920","107.013,5976","107.028,9334","104.710,0000"
"12/12/2022","14:25:00","107.039,1574","107.182,2920","106.993,1498","107.151,6203","104.710,0000"
"12/12/2022","14:20:00","107.074,9410","107.151,6203","107.023,8215","107.034,0454","104.710,0000"
"12/12/2022","14:15:00","107.258,9713","107.269,1952","107.054,4932","107.080,0530","104.710,0000"
"12/12/2022","14:10:00","107.172,0681","107.325,4266","107.131,1725","107.258,9713","104.710,0000"
"12/12/2022","14:05:00","107.212,9637","107.269,1952","107.146,5083","107.172,0681","104.710,0000"
"12/12/2022","14:00:00","106.962,4781","107.274,3071","106.962,4781","107.212,9637","104.710,0000"
"12/12/2022","13:55:00","107.238,5235","107.304,9788","106.942,0303","106.967,5900","104.710,0000"
"12/12/2022","13:50:00","106.911,3586","107.396,9940","106.880,6868","107.238,5235","104.710,0000"
"12/12/2022","13:45:00","106.681,3207","106.962,4781","106.681,3207","106.906,2466","104.710,0000"
"12/12/2022","13:40:00","106.701,7685","106.763,1120","106.681,3207","106.681,3207","104.710,0000"
"12/12/2022","13:35:00","106.778,4478","106.793,7837","106.691,5446","106.701,7685","104.710,0000"
"12/12/2022","13:30:00","106.722,2163","106.778,4478","106.640,4251","106.778,4478","104.710,0000"
"12/12/2022","13:25:00","106.722,2163","106.773,3359","106.635,3132","106.722,2163","104.710,0000"
"12/12/2022","13:20:00","106.645,5371","106.763,1120","106.630,2012","106.727,3283","104.710,0000"
"12/12/2022","13:15:00","106.665,9849","106.691,5446","106.573,9697","106.645,5371","104.710,0000"
"12/12/2022","13:10:00","106.665,9849","106.717,1044","106.568,8578","106.671,0968","104.710,0000"
"12/12/2022","13:05:00","106.497,2905","106.727,3283","106.492,1785","106.665,9849","104.710,0000"
"12/12/2022","13:00:00","106.538,1861","106.558,6339","106.297,9244","106.497,2905","104.710,0000"
"12/12/2022","12:55:00","106.466,6188","106.579,0817","106.451,2829","106.538,1861","104.710,0000"
"12/12/2022","12:50:00","106.359,2678","106.471,7307","106.267,2526","106.466,6188","104.710,0000"
"12/12/2022","12:45:00","106.476,8427","106.543,2980","106.354,1558","106.359,2678","104.710,0000"
"12/12/2022","12:40:00","106.522,8502","106.676,2088","106.441,0590","106.481,9546","104.710,0000"
"12/12/2022","12:35:00","106.696,6566","106.742,6642","106.481,9546","106.522,8502","104.710,0000"
"12/12/2022","12:30:00","106.732,4402","106.773,3359","106.594,4176","106.696,6566","104.710,0000"
"12/12/2022","12:25:00","106.962,4781","106.988,0378","106.706,8805","106.732,4402","104.710,0000"
"12/12/2022","12:20:00","107.064,7171","107.110,7247","106.870,4629","106.967,5900","104.710,0000"
"12/12/2022","12:15:00","107.080,0530","107.151,6203","106.926,6944","107.069,8291","104.710,0000"
"12/12/2022","12:10:00","107.105,6127","107.320,3147","107.008,4856","107.074,9410","104.710,0000"
"12/12/2022","12:05:00","107.023,8215","107.172,0681","106.972,7020","107.100,5008","104.710,0000"
"12/12/2022","12:00:00","106.599,5295","107.059,6052","106.568,8578","107.028,9334","104.710,0000"
"12/12/2022","11:55:00","106.262,1407","106.645,5371","106.195,6853","106.599,5295","104.710,0000"
"12/12/2022","11:50:00","106.456,3949","106.533,0741","106.088,3343","106.267,2526","104.710,0000"
"12/12/2022","11:45:00","106.788,6717","106.926,6944","106.420,6112","106.456,3949","104.710,0000"
"12/12/2022","11:40:00","106.763,1120","106.972,7020","106.701,7685","106.788,6717","104.710,0000"
"12/12/2022","11:35:00","107.381,6581","107.458,3374","106.686,4327","106.758,0000","104.710,0000"
"12/12/2022","11:30:00","107.627,0318","107.642,3677","107.330,5386","107.386,7701","104.710,0000"
"12/12/2022","11:25:00","107.555,4645","107.647,4796","107.514,5689","107.632,1438","104.710,0000"
"12/12/2022","11:20:00","107.325,4266","107.591,2481","107.156,7322","107.555,4645","104.710,0000"
"12/12/2022","11:15:00","107.422,5537","107.494,1211","107.258,9713","107.325,4266","104.710,0000"
"12/12/2022","11:10:00","107.667,9274","107.744,6067","107.330,5386","107.422,5537","104.710,0000"
"12/12/2022","11:05:00","107.581,0242","107.739,4947","107.478,7852","107.667,9274","104.710,0000"
"12/12/2022","11:00:00","107.831,5099","108.035,9879","107.529,9047","107.581,0242","104.710,0000"
"12/12/2022","10:55:00","108.363,1529","108.368,2648","107.805,9501","107.826,3979","104.710,0000"
"12/12/2022","10:50:00","108.644,3102","108.644,3102","108.260,9138","108.363,1529","104.710,0000"
"12/12/2022","10:45:00","108.971,4751","109.022,5946","108.623,8624","108.639,1982","104.710,0000"
"12/12/2022","10:40:00","109.237,2966","109.313,9759","108.945,9153","108.971,4751","104.710,0000"
"12/12/2022","10:35:00","109.528,6778","109.590,0213","109.206,6249","109.237,2966","104.710,0000"
"12/12/2022","10:30:00","109.850,7308","109.891,6264","109.498,0061","109.528,6778","104.710,0000"
"12/12/2022","10:25:00","109.830,2830","109.932,5220","109.784,2754","109.850,7308","104.710,0000"
"12/12/2022","10:20:00","109.763,8276","110.024,5372","109.722,9320","109.825,1710","104.710,0000"
"12/12/2022","10:15:00","109.692,2603","109.866,0667","109.651,3647","109.768,9396","104.710,0000"
"12/12/2022","10:10:00","109.789,3874","109.917,1862","109.676,9244","109.687,1484","104.710,0000"
"12/12/2022","10:05:00","109.400,8791","109.814,9471","109.375,3193","109.794,4993","104.710,0000"
"12/12/2022","10:00:00","109.595,1332","109.661,5886","109.313,9759","109.395,7671","104.710,0000"
"12/12/2022","09:55:00","109.763,8276","109.804,7232","109.513,3420","109.595,1332","104.710,0000"
"12/12/2022","09:50:00","109.697,3723","109.789,3874","109.656,4766","109.763,8276","104.710,0000"
"12/12/2022","09:45:00","109.784,2754","109.850,7308","109.676,9244","109.702,4842","104.710,0000"
"12/12/2022","09:40:00","109.610,4691","109.794,4993","109.533,7898","109.784,2754","104.710,0000"
"12/12/2022","09:35:00","109.820,0591","109.906,9623","109.595,1332","109.615,5810","104.710,0000"
"12/12/2022","09:30:00","109.830,2830","109.937,6340","109.814,9471","109.820,0591","104.710,0000"
"12/12/2022","09:25:00","109.702,4842","109.891,6264","109.666,7005","109.830,2830","104.710,0000"
"12/12/2022","09:20:00","109.467,3344","109.712,7081","109.385,5432","109.702,4842","104.710,0000"
"12/12/2022","09:15:00","109.692,2603","109.743,3798","109.431,5508","109.467,3344","104.710,0000"
"12/12/2022","09:10:00","109.641,1408","109.738,2679","109.579,7974","109.692,2603","104.710,0000"
"12/12/2022","09:05:00","109.549,1257","109.651,3647","109.451,9986","109.641,1408","104.710,0000"
"12/12/2022","09:00:00","110.310,8065","110.310,8065","109.498,0061","109.549,1257","104.710,0000"
"09/12/2022","18:30:00","110.193,2316","110.193,2316","110.193,2316","110.193,2316","104.710,0000"
"09/12/2022","18:20:00","109.947,8579","110.111,4403","109.937,6340","110.085,8806","104.710,0000"
"09/12/2022","18:15:00","109.922,2981","110.050,0969","109.871,1786","109.947,8579","104.710,0000"
"09/12/2022","18:10:00","109.896,7384","109.968,3057","109.860,9547","109.922,2981","104.710,0000"
"09/12/2022","18:05:00","109.906,9623","110.009,2013","109.886,5145","109.901,8503","104.710,0000"
"09/12/2022","18:00:00","109.958,0818","109.973,4176","109.860,9547","109.906,9623","104.710,0000"
"09/12/2022","17:55:00","110.044,9850","110.060,3208","109.927,4101","109.958,0818","104.710,0000"
"09/12/2022","17:50:00","110.147,2240","110.157,4479","109.973,4176","110.039,8730","104.710,0000"
"09/12/2022","17:45:00","110.121,6642","110.264,7989","110.101,2164","110.152,3360","104.710,0000"
"09/12/2022","17:40:00","110.116,5523","110.157,4479","110.075,6567","110.116,5523","104.710,0000"
"09/12/2022","17:35:00","110.096,1045","110.177,8957","110.090,9925","110.111,4403","104.710,0000"
"09/12/2022","17:30:00","110.126,7762","110.188,1196","110.044,9850","110.096,1045","104.710,0000"
"09/12/2022","17:25:00","110.147,2240","110.223,9033","110.116,5523","110.131,8882","104.710,0000"
"09/12/2022","17:20:00","110.111,4403","110.193,2316","110.101,2164","110.142,1121","104.710,0000"
"09/12/2022","17:15:00","110.162,5599","110.234,1272","110.106,3284","110.111,4403","104.710,0000"
"09/12/2022","17:10:00","110.085,8806","110.188,1196","110.065,4328","110.167,6718","104.710,0000"
"09/12/2022","17:05:00","110.208,5674","110.269,9108","110.070,5447","110.090,9925","104.710,0000"
"09/12/2022","17:00:00","110.372,1499","110.397,7096","110.172,7838","110.208,5674","104.710,0000"
"09/12/2022","16:55:00","110.326,1423","110.433,4933","110.305,6945","110.367,0379","104.710,0000"
"09/12/2022","16:50:00","110.474,3889","110.474,3889","110.280,1348","110.321,0304","104.710,0000"
"09/12/2022","16:45:00","110.464,1650","110.556,1801","110.413,0455","110.479,5009","104.710,0000"
"09/12/2022","16:40:00","110.499,9487","110.520,3965","110.397,7096","110.464,1650","104.710,0000"
"09/12/2022","16:35:00","110.499,9487","110.535,7323","110.438,6053","110.494,8367","104.710,0000"
"09/12/2022","16:30:00","110.561,2921","110.607,2997","110.494,8367","110.505,0606","104.710,0000"
"09/12/2022","16:25:00","110.535,7323","110.612,4116","110.535,7323","110.561,2921","104.710,0000"
"09/12/2022","16:20:00","110.464,1650","110.551,0682","110.443,7172","110.535,7323","104.710,0000"
"09/12/2022","16:15:00","110.535,7323","110.576,6280","110.423,2694","110.453,9411","104.710,0000"
"09/12/2022","16:10:00","110.525,5084","110.551,0682","110.382,3738","110.540,8443","104.710,0000"
"09/12/2022","16:05:00","110.484,6128","110.597,0758","110.356,8140","110.530,6204","104.710,0000"
"09/12/2022","16:00:00","110.627,7475","110.637,9714","110.474,3889","110.479,5009","104.710,0000"
"09/12/2022","15:55:00","110.591,9638","110.632,8594","110.525,5084","110.622,6355","104.710,0000"
"09/12/2022","15:50:00","110.433,4933","110.591,9638","110.428,3814","110.591,9638","104.710,0000"
"09/12/2022","15:45:00","110.540,8443","110.561,2921","110.428,3814","110.438,6053","104.710,0000"
"09/12/2022","15:40:00","110.505,0606","110.556,1801","110.464,1650","110.535,7323","104.710,0000"
"09/12/2022","15:35:00","110.443,7172","110.515,2845","110.418,1574","110.505,0606","104.710,0000"
"09/12/2022","15:30:00","110.351,7021","110.448,8292","110.305,6945","110.438,6053","104.710,0000"
"09/12/2022","15:25:00","110.331,2543","110.392,5977","110.264,7989","110.346,5901","104.710,0000"
"09/12/2022","15:20:00","110.438,6053","110.494,8367","110.315,9184","110.331,2543","104.710,0000"
"09/12/2022","15:15:00","110.489,7248","110.545,9562","110.428,3814","110.438,6053","104.710,0000"
"09/12/2022","15:10:00","110.433,4933","110.571,5160","110.382,3738","110.489,7248","104.710,0000"
"09/12/2022","15:05:00","110.489,7248","110.556,1801","110.407,9335","110.438,6053","104.710,0000"
"09/12/2022","15:00:00","110.423,2694","110.540,8443","110.407,9335","110.494,8367","104.710,0000"
"09/12/2022","14:55:00","110.402,8216","110.530,6204","110.326,1423","110.423,2694","104.710,0000"
"09/12/2022","14:50:00","110.489,7248","110.714,6506","110.377,2618","110.397,7096","104.710,0000"
"09/12/2022","14:45:00","110.709,5387","110.806,6658","110.438,6053","110.489,7248","104.710,0000"
"09/12/2022","14:40:00","110.893,5690","110.914,0168","110.683,9789","110.709,5387","104.710,0000"
"09/12/2022","14:35:00","110.980,4721","111.041,8156","110.868,0092","110.898,6809","104.710,0000"
"09/12/2022","14:30:00","110.893,5690","111.016,2558","110.857,7853","110.985,5841","104.710,0000"
"09/12/2022","14:25:00","110.944,6885","110.985,5841","110.852,6733","110.893,5690","104.710,0000"
"09/12/2022","14:20:00","110.949,8004","110.975,3602","110.868,0092","110.949,8004","104.710,0000"
"09/12/2022","14:15:00","111.082,7112","111.087,8231","110.908,9048","110.944,6885","104.710,0000"
"09/12/2022","14:10:00","111.026,4797","111.123,6068","111.011,1438","111.087,8231","104.710,0000"
"09/12/2022","14:05:00","110.985,5841","111.036,7036","110.954,9124","111.031,5917","104.710,0000"
"09/12/2022","14:00:00","111.021,3678","111.092,9351","110.975,3602","110.980,4721","104.710,0000"
"09/12/2022","13:55:00","111.046,9275","111.082,7112","110.954,9124","111.021,3678","104.710,0000"
"09/12/2022","13:50:00","110.893,5690","111.144,0546","110.883,3451","111.046,9275","104.710,0000"
"09/12/2022","13:45:00","110.929,3526","111.006,0319","110.888,4570","110.888,4570","104.710,0000"
"09/12/2022","13:40:00","110.883,3451","110.954,9124","110.781,1060","110.929,3526","104.710,0000"
"09/12/2022","13:35:00","110.816,8897","111.021,3678","110.806,6658","110.888,4570","104.710,0000"
"09/12/2022","13:30:00","110.791,3299","110.868,0092","110.735,0985","110.822,0016","104.710,0000"
"09/12/2022","13:25:00","110.822,0016","110.868,0092","110.704,4267","110.791,3299","104.710,0000"
"09/12/2022","13:20:00","110.719,7626","110.888,4570","110.683,9789","110.816,8897","104.710,0000"
"09/12/2022","13:15:00","110.540,8443","110.760,6582","110.540,8443","110.719,7626","104.710,0000"
"09/12/2022","13:10:00","110.709,5387","110.729,9865","110.505,0606","110.540,8443","104.710,0000"
"09/12/2022","13:05:00","110.668,6431","110.832,2255","110.668,6431","110.709,5387","104.710,0000"
"09/12/2022","13:00:00","110.576,6280","110.683,9789","110.571,5160","110.668,6431","104.710,0000"
"09/12/2022","12:55:00","110.545,9562","110.627,7475","110.515,2845","110.576,6280","104.710,0000"
"09/12/2022","12:50:00","110.494,8367","110.576,6280","110.448,8292","110.545,9562","104.710,0000"
"09/12/2022","12:45:00","110.515,2845","110.576,6280","110.453,9411","110.489,7248","104.710,0000"
"09/12/2022","12:40:00","110.520,3965","110.653,3072","110.505,0606","110.515,2845","104.710,0000"
"09/12/2022","12:35:00","110.407,9335","110.566,4040","110.326,1423","110.520,3965","104.710,0000"
"09/12/2022","12:30:00","110.571,5160","110.668,6431","110.331,2543","110.407,9335","104.710,0000"
"09/12/2022","12:25:00","110.356,8140","110.586,8519","110.351,7021","110.571,5160","104.710,0000"
"09/12/2022","12:20:00","110.407,9335","110.484,6128","110.310,8065","110.356,8140","104.710,0000"
"09/12/2022","12:15:00","110.372,1499","110.428,3814","110.218,7913","110.407,9335","104.710,0000"
"09/12/2022","12:10:00","110.489,7248","110.499,9487","110.244,3511","110.372,1499","104.710,0000"
"09/12/2022","12:05:00","110.510,1726","110.602,1877","110.418,1574","110.489,7248","104.710,0000"
"09/12/2022","12:00:00","110.530,6204","110.704,4267","110.382,3738","110.510,1726","104.710,0000"
"09/12/2022","11:55:00","110.540,8443","110.643,0833","110.428,3814","110.530,6204","104.710,0000"
"09/12/2022","11:50:00","110.760,6582","110.862,8972","110.535,7323","110.540,8443","104.710,0000"
"09/12/2022","11:45:00","110.755,5463","110.811,7777","110.612,4116","110.765,7702","104.710,0000"
"09/12/2022","11:40:00","110.709,5387","110.847,5614","110.545,9562","110.760,6582","104.710,0000"
"09/12/2022","11:35:00","110.402,8216","110.750,4343","110.290,3587","110.714,6506","104.710,0000"
"09/12/2022","11:30:00","110.295,4706","110.464,1650","110.121,6642","110.402,8216","104.710,0000"
"09/12/2022","11:25:00","110.121,6642","110.300,5826","110.029,6491","110.295,4706","104.710,0000"
"09/12/2022","11:20:00","110.065,4328","110.198,3435","109.998,9774","110.121,6642","104.710,0000"
"09/12/2022","11:15:00","110.152,3360","110.285,2467","110.034,7611","110.070,5447","104.710,0000"
"09/12/2022","11:10:00","110.167,6718","110.326,1423","110.070,5447","110.147,2240","104.710,0000"
"09/12/2022","11:05:00","110.024,5372","110.213,6794","109.937,6340","110.167,6718","104.710,0000"
"09/12/2022","11:00:00","109.886,5145","110.126,7762","109.871,1786","110.024,5372","104.710,0000"
"09/12/2022","10:55:00","109.922,2981","110.162,5599","109.758,7157","109.891,6264","104.710,0000"
"09/12/2022","10:50:00","109.973,4176","110.183,0077","109.871,1786","109.917,1862","104.710,0000"
"09/12/2022","10:45:00","109.584,9093","110.024,5372","109.533,7898","109.978,5296","104.710,0000"
"09/12/2022","10:40:00","109.998,9774","110.147,2240","109.584,9093","109.590,0213","104.710,0000"
"09/12/2022","10:35:00","110.131,8882","110.193,2316","109.860,9547","109.998,9774","104.710,0000"
"09/12/2022","10:30:00","110.193,2316","110.229,0152","109.661,5886","110.131,8882","104.710,0000"
"09/12/2022","10:25:00","110.290,3587","110.361,9260","110.126,7762","110.188,1196","104.710,0000"
"09/12/2022","10:20:00","110.367,0379","110.505,0606","110.285,2467","110.290,3587","104.710,0000"
"09/12/2022","10:15:00","110.229,0152","110.418,1574","109.993,8655","110.372,1499","104.710,0000"
"09/12/2022","10:10:00","110.315,9184","110.489,7248","110.223,9033","110.223,9033","104.710,0000"
"09/12/2022","10:05:00","110.367,0379","110.571,5160","110.275,0228","110.315,9184","104.710,0000"
"09/12/2022","10:00:00","110.566,4040","110.668,6431","110.351,7021","110.361,9260","104.710,0000"
"09/12/2022","09:55:00","110.489,7248","110.622,6355","110.453,9411","110.566,4040","104.710,0000"
"09/12/2022","09:50:00","110.540,8443","110.632,8594","110.459,0531","110.484,6128","104.710,0000"
"09/12/2022","09:45:00","110.510,1726","110.556,1801","110.402,8216","110.545,9562","104.710,0000"
"09/12/2022","09:40:00","110.433,4933","110.581,7399","110.372,1499","110.510,1726","104.710,0000"
"09/12/2022","09:35:00","110.351,7021","110.453,9411","110.295,4706","110.438,6053","104.710,0000"
"09/12/2022","09:30:00","110.479,5009","110.505,0606","110.285,2467","110.356,8140","104.710,0000"
"09/12/2022","09:25:00","110.372,1499","110.586,8519","110.367,0379","110.479,5009","104.710,0000"
"09/12/2022","09:20:00","110.305,6945","110.464,1650","110.280,1348","110.377,2618","104.710,0000"
"09/12/2022","09:15:00","110.346,5901","110.535,7323","110.193,2316","110.305,6945","104.710,0000"
"09/12/2022","09:10:00","110.494,8367","110.499,9487","110.223,9033","110.341,4782","104.710,0000"
"09/12/2022","09:05:00","110.418,1574","110.515,2845","110.162,5599","110.499,9487","104.710,0000"
"09/12/2022","09:00:00","110.295,4706","110.648,1953","110.080,7686","110.423,2694","104.710,0000"
"08/12/2022","18:30:00","109.569,5735","109.569,5735","109.569,5735","109.569,5735","104.710,0000"
"08/12/2022","18:20:00","109.692,2603","109.728,0440","109.487,7822","109.508,2300","104.710,0000"
"08/12/2022","18:15:00","109.733,1559","109.774,0515","109.661,5886","109.697,3723","104.710,0000"
"08/12/2022","18:10:00","109.794,4993","109.794,4993","109.682,0364","109.733,1559","104.710,0000"
"08/12/2022","18:05:00","109.676,9244","109.804,7232","109.620,6930","109.794,4993","104.710,0000"
"08/12/2022","18:00:00","109.615,5810","109.753,6037","109.605,3571","109.671,8125","104.710,0000"
"08/12/2022","17:55:00","109.651,3647","109.676,9244","109.564,4615","109.620,6930","104.710,0000"
"08/12/2022","17:50:00","109.712,7081","109.733,1559","109.600,2452","109.651,3647","104.710,0000"
"08/12/2022","17:45:00","109.850,7308","109.850,7308","109.682,0364","109.712,7081","104.710,0000"
"08/12/2022","17:40:00","109.906,9623","109.927,4101","109.809,8352","109.855,8428","104.710,0000"
"08/12/2022","17:35:00","109.809,8352","109.958,0818","109.804,7232","109.901,8503","104.710,0000"
"08/12/2022","17:30:00","109.799,6113","109.860,9547","109.707,5962","109.809,8352","104.710,0000"
"08/12/2022","17:25:00","109.774,0515","109.845,6189","109.763,8276","109.794,4993","104.710,0000"
"08/12/2022","17:20:00","109.636,0288","109.835,3950","109.620,6930","109.774,0515","104.710,0000"
"08/12/2022","17:15:00","109.508,2300","109.697,3723","109.498,0061","109.630,9169","104.710,0000"
"08/12/2022","17:10:00","109.482,6703","109.595,1332","109.375,3193","109.508,2300","104.710,0000"
"08/12/2022","17:05:00","109.636,0288","109.682,0364","109.436,6627","109.477,5583","104.710,0000"
"08/12/2022","17:00:00","109.794,4993","109.896,7384","109.610,4691","109.641,1408","104.710,0000"
"08/12/2022","16:55:00","109.947,8579","109.983,6416","109.763,8276","109.794,4993","104.710,0000"
"08/12/2022","16:50:00","110.060,3208","110.080,7686","109.886,5145","109.947,8579","104.710,0000"
"08/12/2022","16:45:00","110.044,9850","110.096,1045","109.973,4176","110.065,4328","104.710,0000"
"08/12/2022","16:40:00","110.198,3435","110.223,9033","110.039,8730","110.050,0969","104.710,0000"
"08/12/2022","16:35:00","110.167,6718","110.203,4555","110.111,4403","110.198,3435","104.710,0000"
"08/12/2022","16:30:00","110.213,6794","110.223,9033","110.111,4403","110.162,5599","104.710,0000"
"08/12/2022","16:25:00","110.229,0152","110.280,1348","110.167,6718","110.218,7913","104.710,0000"
"08/12/2022","16:20:00","110.239,2391","110.285,2467","110.193,2316","110.229,0152","104.710,0000"
"08/12/2022","16:15:00","110.295,4706","110.418,1574","110.223,9033","110.239,2391","104.710,0000"
"08/12/2022","16:10:00","110.193,2316","110.315,9184","110.142,1121","110.295,4706","104.710,0000"
"08/12/2022","16:05:00","110.116,5523","110.223,9033","110.090,9925","110.193,2316","104.710,0000"
"08/12/2022","16:00:00","110.116,5523","110.223,9033","110.090,9925","110.116,5523","104.710,0000"
"08/12/2022","15:55:00","110.090,9925","110.147,2240","110.044,9850","110.116,5523","104.710,0000"
"08/12/2022","15:50:00","110.244,3511","110.259,6869","110.055,2089","110.085,8806","104.710,0000"
"08/12/2022","15:45:00","110.213,6794","110.315,9184","110.167,6718","110.244,3511","104.710,0000"
"08/12/2022","15:40:00","110.234,1272","110.336,3662","110.137,0001","110.213,6794","104.710,0000"
"08/12/2022","15:35:00","110.167,6718","110.239,2391","110.152,3360","110.234,1272","104.710,0000"
"08/12/2022","15:30:00","110.090,9925","110.213,6794","110.075,6567","110.162,5599","104.710,0000"
"08/12/2022","15:25:00","110.137,0001","110.213,6794","110.024,5372","110.085,8806","104.710,0000"
"08/12/2022","15:20:00","110.229,0152","110.229,0152","110.085,8806","110.131,8882","104.710,0000"
"08/12/2022","15:15:00","110.203,4555","110.264,7989","110.116,5523","110.229,0152","104.710,0000"
"08/12/2022","15:10:00","110.177,8957","110.244,3511","110.131,8882","110.198,3435","104.710,0000"
"08/12/2022","15:05:00","110.147,2240","110.249,4630","110.080,7686","110.183,0077","104.710,0000"
"08/12/2022","15:00:00","110.254,5750","110.285,2467","110.080,7686","110.147,2240","104.710,0000"
"08/12/2022","14:55:00","110.341,4782","110.372,1499","110.229,0152","110.254,5750","104.710,0000"
"08/12/2022","14:50:00","110.259,6869","110.372,1499","110.172,7838","110.346,5901","104.710,0000"
"08/12/2022","14:45:00","110.234,1272","110.285,2467","110.188,1196","110.259,6869","104.710,0000"
"08/12/2022","14:40:00","110.131,8882","110.275,0228","110.131,8882","110.234,1272","104.710,0000"
"08/12/2022","14:35:00","110.172,7838","110.295,4706","110.116,5523","110.131,8882","104.710,0000"
"08/12/2022","14:30:00","110.213,6794","110.275,0228","110.004,0894","110.172,7838","104.710,0000"
"08/12/2022","14:25:00","110.407,9335","110.418,1574","110.198,3435","110.213,6794","104.710,0000"
"08/12/2022","14:20:00","110.346,5901","110.418,1574","110.239,2391","110.407,9335","104.710,0000"
"08/12/2022","14:15:00","110.448,8292","110.469,2770","110.315,9184","110.346,5901","104.710,0000"
"08/12/2022","14:10:00","110.372,1499","110.505,0606","110.372,1499","110.453,9411","104.710,0000"
"08/12/2022","14:05:00","110.361,9260","110.438,6053","110.239,2391","110.377,2618","104.710,0000"
"08/12/2022","14:00:00","110.515,2845","110.520,3965","110.341,4782","110.356,8140","104.710,0000"
"08/12/2022","13:55:00","110.448,8292","110.597,0758","110.433,4933","110.515,2845","104.710,0000"
"08/12/2022","13:50:00","110.469,2770","110.530,6204","110.377,2618","110.448,8292","104.710,0000"
"08/12/2022","13:45:00","110.464,1650","110.515,2845","110.428,3814","110.469,2770","104.710,0000"
"08/12/2022","13:40:00","110.433,4933","110.484,6128","110.346,5901","110.464,1650","104.710,0000"
"08/12/2022","13:35:00","110.300,5826","110.474,3889","110.142,1121","110.433,4933","104.710,0000"
"08/12/2022","13:30:00","110.198,3435","110.341,4782","110.193,2316","110.300,5826","104.710,0000"
"08/12/2022","13:25:00","110.096,1045","110.244,3511","110.060,3208","110.198,3435","104.710,0000"
"08/12/2022","13:20:00","110.060,3208","110.142,1121","109.942,7459","110.096,1045","104.710,0000"
"08/12/2022","13:15:00","109.927,4101","110.080,7686","109.871,1786","110.060,3208","104.710,0000"
"08/12/2022","13:10:00","109.763,8276","109.983,6416","109.656,4766","109.927,4101","104.710,0000"
"08/12/2022","13:05:00","110.203,4555","110.223,9033","109.763,8276","109.763,8276","104.710,0000"
